DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2005,76875.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2006,78549.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2007,81222.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2008,83137.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2009,84484.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2010,84082.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2011,78115,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2012,78115,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2013,76246,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AD,2019,76177,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2005,3019634.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2006,3003329.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2007,2981755.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2008,2958266.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2009,2936355.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2010,2918674.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2011,2907361,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2012,2903008,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2013,2897770,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2014,2892394,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2015,2885796,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2016,2875592,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2017,2876591,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2018,2870324,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2019,2862427,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2020,2845955,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AL,2021,2829741,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2005,3215800.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2006,3219234.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2007,3222953.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2008,3230086.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2009,3237976.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2010,3249482.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2011,3262650,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2012,3274285,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2015,3010598,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2016,2998577,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2017,2986151,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2018,2972732,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2019,2965269,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2020,2959694,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AM,2021,2963251,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2005,8201359.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2006,8254298.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2007,8282984.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2008,8307989.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2009,8335003.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2010,8351643.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2011,8375164,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2012,8408121,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2013,8451860,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2014,8507786,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2015,8584926,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2016,8700471,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2017,8772865,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2018,8822267,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2019,8858775,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2020,8901064,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AT,2021,8932664,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2005,8347300.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2006,8436400.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2007,8532700.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2008,8629900.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2009,8896900.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2010,8997586.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2011,9111078,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2012,9235085,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2013,9356483,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2014,9477119,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2015,9593038,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2016,9705643,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2017,9809981,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2018,9898085,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2019,9981457,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2020,10067108,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,AZ,2021,10119133,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2005,3842532.0,e
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2006,3842650.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2007,3844017.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2008,3843846.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2009,3843998.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2010,3844046.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2011,3843183,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BA,2012,3839265,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2005,10445852.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2006,10511382.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2007,10584534.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2008,10666866.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2009,10753080.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2010,10839905.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2011,11000638,b
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2012,11075889,b
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2013,11137974,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2014,11180840,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2015,11237274,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2016,11311117,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2017,11351727,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2018,11398589,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2019,11455519,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2020,11522440,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BE,2021,11566041,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2005,7688573.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2006,7629371.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2007,7572673.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2008,7518002.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2009,7467119.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2010,7421766.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2011,7369431,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2012,7327224,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2013,7284552,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2014,7245677,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2015,7202198,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2016,7153784,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2017,7101859,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2018,7050034,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2019,7000039,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2020,6951482,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BG,2021,6916548,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2005,9800073.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2006,9750540.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2007,9714461.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2008,9689770.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2009,9671912.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2010,9480178.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2011,9481193,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2012,9465150,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2013,9463840,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2014,9468154,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2015,9480868,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2016,9498364,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2017,9504704,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2018,9491823,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,BY,2019,9475174,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2005,7415102.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2006,7459128.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2007,7508739.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2008,7593494.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2009,7701856.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2010,7785806.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2011,7870134,b
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2012,7954662,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2013,8039060,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2014,8139631,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2015,8237666,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2016,8327126,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2017,8419550,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2018,8484130,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2019,8544527,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2020,8606033,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CH,2021,8670300,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2005,733067.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2006,744013.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2007,757916.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2008,776333.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2009,796930.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2010,819140.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2011,839751,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2012,862011,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2013,865878,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2014,858000,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2015,847008,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2016,848319,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2017,854802,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2018,864236,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2019,875899,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2020,888005,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CY,2021,896007,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2005,10198855.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2006,10223577.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2007,10254233.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2008,10343422.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2009,10425783.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2010,10462088.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2011,10486731,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2012,10505445,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2013,10516125,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2014,10512419,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2015,10538275,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2016,10553843,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2017,10578820,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2018,10610055,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2019,10649800,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2020,10693939,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,CZ,2021,10701777,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2005,82500849.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2006,82437995.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2007,82314906.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2008,82217837.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2009,82002356.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2010,81802257.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2011,80222065,b
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2012,80327900,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2013,80523746,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2014,80767463,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2015,81197537,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2016,82175684,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2017,82521653,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2018,82792351,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2019,83019213,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2020,83166711,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE,2021,83155031,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2005,82500849.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2006,82437995.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2007,82314906.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2008,82217837.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2009,82002356.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2010,81802257.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2011,80222065,b
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2012,80327900,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2013,80523746,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2014,80767463,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2015,81197537,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2016,82175684,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2017,82521653,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2018,82792351,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2019,83019213,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2020,83166711,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DE_TOT,2021,83155031,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2005,5411405.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2006,5427459.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2007,5447084.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2008,5475791.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2009,5511451.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2010,5534738.0,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2011,5560628,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2012,5580516,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2013,5602628,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2014,5627235,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2015,5659715,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2016,5707251,
ESTAT:DEMO_PJANGROUP(1.0),28/02/22 11:00:00,A,NR,T,TOTAL,DK,2017,5748769,
