"COUNTRY,""Country"",""SERIES"",""Series"",""TIME"",""Time"",""Unit Code"",""Unit"",""PowerCode Code"",""PowerCode"",""Reference Period Code"",""Reference Period"",""Value"",""Flag Codes"",""Flags"""
"EST,""Estonia"",""CPNCU"",""Current prices in NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",,,13619.0568222269,,"
"EST,""Estonia"",""CPNCU"",""Current prices in NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",,,13961.9340074544,,"
"EST,""Estonia"",""CPNCU"",""Current prices in NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",,,15316.1505050657,,"
"EST,""Estonia"",""CPNCU"",""Current prices in NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",,,16774.9250825574,,"
"EST,""Estonia"",""CPNCU"",""Current prices in NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",,,18450.7512209435,,"
"EST,""Estonia"",""CPNCU"",""Current prices in NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",,,18805.2554384046,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41949.6170796232,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42590.7948721515,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42835.104355939,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",43562.9144871221,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44322.0637135031,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44116.397304707,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",43628.1654779648,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",43894.166993278,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",43942.6107892715,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44095.6269631914,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44412.9125354866,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44820.8557464857,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44792.5108637404,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44951.9449282647,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",45259.246821197,,"
"AUT,""Austria"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44788.7126804314,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44687.3707309924,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44989.6498073879,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",44903.100237228,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",45095.5106105391,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",45720.5697110106,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",45530.9137353517,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",45995.8621055496,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",46359.2486255028,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",46825.360503531,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",47083.0365662336,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",46761.1747144745,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",46844.4458899207,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",46510.5228919106,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",46727.773750495,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",47262.7400648977,,"
"BEL,""Belgium"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",45832.5802235337,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",322137.516538202,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",335053.124806254,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",345069.303152536,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",346937.089635421,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",345551.993799386,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",356267.418941273,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",359180.168585885,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",359906.977676839,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",357660.299395159,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",365224.394849395,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",376064.93290866,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",389470.073667956,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",409339.852597428,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",431179.82546046,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",444867.245879884,,"
"CZE,""Czech Republic"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""CZK"",""Czech Koruna"",""0"",""Units"",""2020"",""2020"",437975.324701025,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",389688.953143467,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",396324.056790465,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",400643.356010196,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",406066.296022407,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",415911.52762306,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",420703.725805503,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",418524.551011016,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",417959.904019874,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",420677.96967257,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",428727.24443996,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",436263.474158028,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",436903.369751295,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",439290.914047229,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",442653.962931293,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",443979.830929953,,"
"DNK,""Denmark"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""DKK"",""Danish Krone"",""0"",""Units"",""2020"",""2020"",447520.944312762,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",39186.1114959801,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",40009.2410441576,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",40550.3033304444,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",40895.3143442693,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41248.8095028729,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41826.7255772846,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41847.4590261777,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41890.7091583089,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41480.1648620911,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41481.0927711696,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41811.1222494947,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42175.7961140538,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41944.8785329246,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42344.6200994125,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42786.5928223451,,"
"FIN,""Finland"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42769.009492092,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",34720.5709099213,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",35109.6570966967,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",35240.6918370663,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",35171.9639740894,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36290.8407121489,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",37028.7539253468,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36970.884639937,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",37218.8212336165,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",37531.4455870805,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",37790.4822846142,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",38160.4824155776,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",38607.0668331984,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",39140.1277139412,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",39151.9627551769,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",39357.3601159409,,"
"FRA,""France"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",38077.8014997926,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36893.5981940163,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36888.2569199667,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36784.3982337201,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36956.6238426733,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",36967.1123308713,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",37290.5628379196,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",38060.4605194826,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",38581.1147135805,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",38958.4721242783,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",39626.0153435724,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",40553.6430104742,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41132.3996057745,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",41570.1205830321,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42177.4983557215,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42827.9911676075,,"
"DEU,""Germany"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",42593.1263713466,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",20460.5730702642,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",20705.0182277369,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",20708.7717373107,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",20387.5303036545,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",21351.0872239887,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",20375.641242192,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",19082.0483858244,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",17972.2070409901,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16797.9073902738,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16730.8788688664,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16896.610758065,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16508.0022752555,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16602.7373514748,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16767.3596886268,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",16974.5944404452,,"
"GRC,""Greece"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""EUR"",""Euro"",""0"",""Units"",""2020"",""2020"",17098.5787972693,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3660502.50480834,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3731526.97765815,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3704247.79948813,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3756241.69944877,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3542059.09871332,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3588755.97000354,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3634895.70157421,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3513688.0673867,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3476850.93407574,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3431266.19446033,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2015"",""2015"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3457713.93937367,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2016"",""2016"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3489208.92178845,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2017"",""2017"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3741737.76881434,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2018"",""2018"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",3929674.15840993,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2019"",""2019"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",4053961.33910814,,"
"HUN,""Hungary"",""CNPNCU"",""2020 constant prices and NCU"",""2020"",""2020"",""HUF"",""Forint"",""0"",""Units"",""2020"",""2020"",4209324.39098576,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2005"",""2005"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",42450.2018958093,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2006"",""2006"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",42824.8872376558,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2007"",""2007"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",44021.0366322223,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2008"",""2008"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",45842.0499446626,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2009"",""2009"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",49429.8016611533,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2010"",""2010"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",49487.4421052803,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2011"",""2011"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",48961.7278771215,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2012"",""2012"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",48490.8105104222,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2013"",""2013"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",47267.4964906934,,"
"IRL,""Ireland"",""CNPNCU"",""2020 constant prices and NCU"",""2014"",""2014"",""EUR"",""Euro"",""0"",""Units"",""2020_100"",""2020=100"",46973.0313146878,,"
