Country,2022-01,2021-12,2021-11,2021-10,2021-09,2021-08,2021-07,2021-06,2021-05,2021-04,2021-03,2021-02,2021-01,2020-12,2020-11,2020-10,2020-09,2020-08,2020-07,2020-06,2020-05,2020-04,2020-03,2020-02,2020-01,2019-12,2019-11,2019-10,2019-09,2019-08,2019-07,2019-06,2019-05,2019-04,2019-03,2019-02,2019-01,2018-12,2018-11,2018-10,2018-09,2018-08,2018-07,2018-06,2018-05,2018-04,2018-03,2018-02,2018-01,2017-12,2017-11,2017-10,2017-09,2017-08,2017-07,2017-06,2017-05,2017-04,2017-03,2017-02,2017-01,2016-12,2016-11,2016-10,2016-09,2016-08,2016-07,2016-06,2016-05,2016-04,2016-03,2016-02,2016-01,2015-12,2015-11,2015-10,2015-09,2015-08,2015-07,2015-06,2015-05,2015-04,2015-03,2015-02,2015-01,2014-12,2014-11,2014-10,2014-09,2014-08,2014-07,2014-06,2014-05,2014-04,2014-03,2014-02,2014-01,2013-12,2013-11,2013-10,2013-09,2013-08,2013-07,2013-06,2013-05,2013-04,2013-03,2013-02,2013-01,2012-12,2012-11,2012-10,2012-09,2012-08,2012-07,2012-06,2012-05,2012-04,2012-03,2012-02,2012-01,2011-12,2011-11,2011-10,2011-09,2011-08,2011-07,2011-06,2011-05,2011-04,2011-03,2011-02,2011-01,2010-12,2010-11,2010-10,2010-09,2010-08,2010-07,2010-06,2010-05,2010-04,2010-03,2010-02,2010-01,2009-12,2009-11,2009-10,2009-09,2009-08,2009-07,2009-06,2009-05,2009-04,2009-03,2009-02,2009-01,2008-12,2008-11,2008-10,2008-09,2008-08,2008-07,2008-06,2008-05,2008-04,2008-03,2008-02,2008-01,2007-12,2007-11,2007-10,2007-09,2007-08,2007-07,2007-06,2007-05,2007-04,2007-03,2007-02,2007-01,2006-12,2006-11,2006-10,2006-09,2006-08,2006-07,2006-06,2006-05,2006-04,2006-03,2006-02,2006-01,2005-12,2005-11,2005-10,2005-09,2005-08,2005-07,2005-06,2005-05,2005-04,2005-03,2005-02,2005-01,2004-12,2004-11,2004-10,2004-09,2004-08,2004-07,2004-06,2004-05,2004-04,2004-03,2004-02,2004-01,2003-12,2003-11,2003-10,2003-09,2003-08,2003-07,2003-06,2003-05,2003-04,2003-03,2003-02,2003-01,2002-12,2002-11,2002-10,2002-09,2002-08,2002-07,2002-06,2002-05,2002-04,2002-03,2002-02,2002-01,2001-12,2001-11,2001-10,2001-09,2001-08,2001-07,2001-06,2001-05,2001-04,2001-03,2001-02,2001-01,2000-12,2000-11,2000-10,2000-09,2000-08,2000-07,2000-06,2000-05,2000-04,2000-03,2000-02,2000-01
Austria,4.850052,4.832494,5.23989,5.837717,4.910088,5.970696,6.027544,6.131465,6.76427,7.165016,6.515709,7.010469,7.65949,6.866914,5.864993,6.137259,6.473528,6.351247,6.659555,7.830839,7.011744,6.027912,4.87481,4.591492,4.383456,4.753252,4.187859,4.937002,4.643611,5.07495,4.77223,4.560086,4.926119,4.947486,4.942396,5.101586,4.943059,5.289455,4.859917,5.313023,5.370015,5.503278,5.262124,5.064838,4.70995,5.151862,5.214154,5.175819,5.698914,5.992509,5.875699,5.65835,6.113755,5.821743,5.893197,5.691725,6.097214,5.60291,6.181933,6.103529,6.033773,6.201896,6.350106,6.167058,6.521348,7.056075,6.432589,6.709931,6.890776,6.064307,6.176368,6.513602,6.546628,6.322249,6.842674,5.877298,6.23617,6.058546,6.063972,6.110752,6.41837,6.284309,5.922922,5.903869,5.968129,6.157861,6.219512,6.010896,6.216823,5.979527,6.012287,6.433016,5.732912,5.479895,6.258014,5.769417,6.265861,5.852366,6.162898,5.704318,5.973723,5.611,5.864077,5.335528,5.386136,5.444215,6.000585,5.538891,5.880642,5.471452,5.450066,5.290666,5.600127,5.537703,5.397372,5.503748,5.197132,4.949195,4.790788,5.231317,4.478281,5.128066,5.460888,5.044062,4.519733,4.376719,4.267158,4.555557,5.009045,4.901404,4.840576,5.619483,5.047715,4.727411,4.643435,5.289648,5.109645,5.005078,5.392839,5.224055,5.249675,5.463197,5.580497,5.313033,5.206483,5.489648,6.208034,5.801867,6.420663,5.828012,6.237034,5.794081,5.511978,5.814153,5.290999,4.923897,5.021715,5.145619,4.787665,4.311717,4.195653,4.71337,4.242262,3.81803,4.272107,4.125189,4.366118,4.637236,4.587286,4.502288,5.07184,4.911029,4.960176,5.42619,5.408432,5.276271,5.603954,5.599481,5.053375,5.433821,5.306938,5.363739,5.209839,5.439826,5.139684,5.020216,5.7352,6.052205,5.209819,5.726499,6.122268,5.976679,6.244163,5.930115,6.112465,6.442902,5.98984,5.949909,6.175299,6.151124,6.152547,5.974755,6.073195,5.564256,5.720906,6.009507,5.710919,6.069992,6.312208,5.743255,5.367984,5.681978,5.615229,6.091006,6.026626,5.824771,6.09377,5.207699,4.999101,4.855807,4.798635,4.792111,4.810478,4.865762,4.830382,4.718714,4.572131,4.488305,4.45302,4.456768,4.442835,4.445738,4.451203,4.405396,4.323796,4.202849,4.188976,4.276575,4.451313,4.518361,4.499927,4.393686,4.278228,4.181825,4.104194,4.059566,4.055509,4.094085,4.042956,3.908978,3.721709,3.643974,3.642588,3.729351,3.796631,3.849465,3.86744,3.834512,3.756906,3.633573,3.666299,3.841552,4.13578,4.262103,4.282376
Belgium,5.57751,5.706217,5.859139,6.051844,6.198669,6.302902,6.230829,6.271932,6.318839,6.464443,6.704281,6.74693,6.533877,6.12058,5.934836,5.98512,6.437753,6.558368,6.238916,5.736615,5.348014,5.180837,5.063864,5.072611,5.188502,5.348607,5.349616,5.340659,5.211317,5.184819,5.294495,5.486572,5.593753,5.633201,5.610848,5.645741,5.751188,5.867988,5.911741,5.839669,5.61235,5.668646,5.939397,6.23766,6.468973,6.481057,6.231107,6.120671,6.107873,6.231479,6.422532,6.687522,6.922035,7.140615,7.219597,7.228036,7.335281,7.487938,7.770313,7.892622,7.745211,7.431893,7.3409,7.353149,7.540409,7.739274,7.883187,8.163222,8.264087,8.32664,8.301715,8.360779,8.547759,8.899352,8.951394,8.753542,8.324848,8.108944,8.171915,8.594315,8.763965,8.853875,8.910935,8.834035,8.76112,8.720538,8.752861,8.707865,8.648875,8.542641,8.540102,8.569098,8.622393,8.632473,8.689017,8.726867,8.77806,8.708577,8.671535,8.583882,8.501484,8.407344,8.451289,8.531345,8.636375,8.622847,8.552793,8.524695,8.521272,8.505589,8.437201,8.177243,7.790743,7.551937,7.387325,7.418201,7.423643,7.315446,7.247822,7.267127,7.222579,7.101903,7.199876,7.311124,7.531965,7.595201,7.464231,7.108412,6.987393,6.868806,6.943633,7.084386,7.340073,7.71027,7.960209,8.164358,8.327961,8.413021,8.56161,8.523152,8.504995,8.564422,8.656707,8.671395,8.553626,8.422767,8.096784,7.969105,7.979743,7.976628,7.976199,7.981814,7.886052,7.945636,7.935618,7.863782,7.798766,6.910483,6.677987,6.910715,7.364946,7.61832,7.489016,6.863533,6.466467,6.546093,6.706375,6.947663,7.086589,7.129269,7.065928,7.000885,6.861731,7.032744,7.306855,7.687694,8.119428,8.170587,7.872365,7.804762,7.813802,7.864349,7.967154,7.907123,7.888792,7.789895,8.028832,8.521371,8.770711,8.714244,8.631984,8.574262,8.452119,8.46298,8.425705,8.43602,8.543751,8.459872,8.491849,8.461032,8.556957,8.400974,8.552501,8.487564,8.322235,8.207716,8.261775,8.576526,9.026638,9.01509,8.644128,7.952923,7.593092,7.686358,8.333764,8.628639,8.688373,8.5297,8.345426,8.274026,8.176419,8.062488,8.127838,8.072258,8.063475,8.104718,8.102446,8.140107,8.133182,8.089576,8.013822,7.829052,7.594179,7.426889,7.451786,7.282659,7.278923,7.254554,7.330926,7.337303,7.378894,7.480915,7.385222,7.25593,6.62334,6.215475,6.131396,6.423242,6.630668,6.487356,6.120987,6.026357,6.140918,6.416884,6.687471,6.842116,6.88693,6.989547,6.753905,6.748638,6.8096,6.893074,6.887833,7.103265,7.33348
Cyprus,6.089376,6.628948,6.541453,6.622534,6.150057,6.831289,7.202523,9.416384,10.1434,8.716043,7.777118,7.492605,7.30494,8.042653,8.002791,9.94577,9.023239,8.404063,7.710643,7.523432,7.725425,7.319548,6.33136,6.127493,6.382721,6.703056,6.850807,6.464497,6.57743,6.674126,6.927205,7.032946,7.089546,7.361763,7.582109,7.525173,7.571666,7.717741,7.916412,7.919772,8.142435,8.136597,8.243774,8.175002,8.299902,8.461101,8.925684,9.420982,9.959384,10.444639,10.436237,10.267761,10.308355,10.398871,10.547553,10.883856,11.249575,11.669584,12.221061,12.524988,12.639006,12.729697,12.865224,12.909802,13.0527,13.052107,12.999268,12.902637,12.771616,12.860147,13.075283,13.247837,13.202567,13.262454,13.469209,13.731806,14.279914,14.710438,15.103202,14.92934,15.048112,15.390559,15.910483,16.328288,16.384734,16.228889,16.429955,16.065105,16.213489,16.280839,16.411858,16.262743,16.265991,16.218499,16.481664,15.857933,15.874302,16.301702,16.297795,16.325715,16.371149,16.275507,15.939868,16.072857,15.823923,15.68021,14.734293,14.869144,14.536597,13.558073,13.113637,12.947995,12.653312,12.225555,12.430174,11.716752,11.683933,11.204652,10.848915,10.298051,10.042464,9.727574,9.565706,9.126014,8.639187,8.111108,7.698777,7.618116,7.451179,7.098451,6.768074,6.664813,6.329069,6.103272,6.1785,6.28948,6.296989,6.361963,6.369385,6.448595,6.353192,6.335616,6.478504,6.340417,6.483335,6.473483,6.475835,6.247654,5.902807,5.474705,5.378054,5.595768,5.493375,5.233255,4.5666,4.012663,3.766983,3.741001,3.5364,3.840636,3.815394,3.509633,3.614672,3.455354,3.425175,3.516273,3.767743,3.875484,3.856684,3.751293,3.656874,3.957681,3.948372,4.193887,3.990085,3.566782,3.833419,3.75331,3.894523,4.236652,4.3761,4.354167,4.346809,4.430335,4.157196,4.10152,4.055377,4.447045,4.624394,4.583658,4.991179,5.248366,5.355437,5.223503,5.231153,5.206894,5.263516,5.294993,5.207662,5.818769,5.8197,5.417876,5.233577,5.003943,4.934595,5.27244,5.307841,5.138298,5.016436,4.659016,4.61353,4.646981,4.506657,4.501037,4.040833,3.825753,3.953864,4.338413,4.39067,4.586261,4.321527,4.058941,4.147603,4.212353,4.339548,4.338234,3.742748,3.471015,3.548792,3.869486,3.896666,4.015889,3.762805,3.411097,3.315679,3.43348,3.580926,3.452031,3.028504,3.079259,3.273812,3.601582,3.887445,4.03555,3.823479,3.65921,3.839804,4.237201,4.271493,3.989798,3.662524,3.792145,4.18185,4.565836,4.7026,4.793293,4.770203,4.674645,4.606101,4.750195,5.342784,5.36163,5.057745,4.774648,4.642563
Germany,3.142584,3.167608,3.196916,3.234839,3.288587,3.358759,3.442498,3.535496,3.628898,3.720284,3.808023,3.889881,3.962984,4.027283,4.080554,4.114811,4.116755,4.083746,4.021325,3.932805,3.829046,3.717389,3.601568,3.489935,3.386166,3.290992,3.205282,3.134098,3.085539,3.062516,3.059895,3.078906,3.113995,3.156273,3.197637,3.23137,3.258011,3.281907,3.304876,3.329049,3.354227,3.375598,3.394231,3.408084,3.4208,3.438184,3.464474,3.497751,3.53591,3.577642,3.619882,3.65569,3.686233,3.713836,3.74379,3.778858,3.815159,3.843936,3.866532,3.882425,3.895721,3.912367,3.942263,3.992843,4.054837,4.118911,4.177483,4.218755,4.245198,4.269199,4.300687,4.345099,4.399538,4.451205,4.49249,4.521529,4.546409,4.576927,4.613294,4.655944,4.691924,4.71788,4.737302,4.76219,4.805969,4.867174,4.932231,4.979965,4.999192,4.993928,4.980465,4.977904,4.998583,5.037038,5.075921,5.112058,5.133735,5.137443,5.134734,5.138336,5.154624,5.177426,5.203732,5.236591,5.275565,5.315701,5.350075,5.365822,5.354336,5.332078,5.308344,5.293971,5.303306,5.338651,5.381958,5.414154,5.428884,5.431222,5.434159,5.44422,5.469841,5.508003,5.555975,5.615997,5.675606,5.73014,5.781209,5.833797,5.897541,5.981159,6.089759,6.226946,6.379946,6.521429,6.62909,6.700174,6.747508,6.788144,6.841326,6.925061,7.037778,7.16084,7.269866,7.345298,7.402637,7.469565,7.556809,7.658798,7.758653,7.833113,7.86054,7.831013,7.760811,7.673642,7.577338,7.467305,7.338698,7.201551,7.09163,7.03476,7.047748,7.132777,7.26894,7.415428,7.539581,7.636545,7.725142,7.82711,7.945922,8.078302,8.203752,8.306327,8.381212,8.432349,8.483253,8.547889,8.630984,8.734269,8.864076,9.030998,9.226904,9.422196,9.594794,9.733722,9.832331,9.906707,9.976521,10.070647,10.195501,10.320914,10.424403,10.502856,10.583192,10.690074,10.824382,10.968444,11.099901,11.191452,11.234996,11.239638,11.226085,11.187671,10.942993,10.862311,10.745805,10.665482,10.586351,10.5092,10.437946,10.379462,10.335042,10.304224,10.283925,10.269635,10.259152,10.128025,9.779729,9.769885,9.763627,9.762922,9.765273,9.768315,9.767838,9.758932,9.738193,9.692093,9.61668,9.511301,9.382928,9.245322,9.109341,8.982055,8.859364,8.73644,8.613409,8.495868,8.391737,8.305967,8.236488,8.177635,8.123703,8.072951,8.019187,7.961136,7.899369,7.836446,7.77615,7.72277,7.678865,7.649424,7.640474,7.65557,7.690226,7.73577,7.782877,7.825056,7.860998,7.892923,7.924555,7.958106,7.993952,8.032819,8.07574,8.124344,8.1798
Estonia,5.300698,5.47759,5.360176,5.250625,5.67014,5.823468,6.222461,6.541976,6.807331,6.593725,6.6573,6.911209,7.326679,7.198333,7.668768,7.789585,7.636394,7.647456,7.674153,7.959455,6.96101,6.040417,5.32438,5.164783,5.169236,4.680431,4.216633,4.081048,4.274463,4.081509,4.313693,4.702466,5.012703,4.802802,4.473553,4.56002,4.419299,4.400869,4.579948,5.168283,5.545887,5.260236,5.201915,4.997324,5.095014,5.255139,5.981816,6.564055,6.558625,5.990471,5.622374,5.484423,5.609044,5.256844,5.672573,6.020549,6.456662,6.158439,5.88524,5.73303,6.11467,6.366807,6.727168,7.212743,7.051695,7.479827,6.864425,6.900423,6.550335,6.653123,6.751208,6.46013,6.654313,6.68659,6.694257,6.303302,6.001389,5.616742,5.609171,6.118324,6.426739,6.730255,6.713086,6.772855,7.062278,6.620255,6.360502,6.618057,7.117649,7.409989,7.008921,6.882909,7.100661,7.709862,8.020513,8.203261,8.698484,8.523843,8.758144,8.610234,8.141918,7.95069,7.642117,7.734412,7.892633,8.035048,8.954807,9.566445,9.972619,9.642223,9.226318,9.094965,8.909518,9.439273,9.546942,9.881122,10.081165,10.137245,10.948953,10.916956,11.004967,10.965989,11.416585,11.476903,10.97704,10.947634,11.66597,12.688549,12.798898,12.929256,13.746822,13.907663,14.545392,14.23905,13.717027,14.525349,14.847996,15.27258,15.770128,17.15235,18.11818,18.967421,19.246548,18.871083,17.80969,16.782766,15.635499,15.232945,14.168722,14.411334,14.150617,13.334986,12.997174,12.329839,11.851695,11.094752,10.457956,9.329604,7.628946,6.94925,6.847975,6.305467,5.180516,4.229656,3.85481,4.467844,4.32822,4.3552,4.29556,4.128954,4.027047,4.013007,3.967355,4.114886,4.237342,4.662005,4.934074,4.919536,5.066179,4.915278,5.020184,5.089005,5.435771,5.818856,5.626472,5.753226,5.958365,6.171442,6.367123,6.035947,6.347385,6.185497,6.561155,6.777878,7.170243,7.593743,7.757515,7.550077,7.664622,7.946486,7.988742,8.263753,8.558194,9.308283,9.189314,9.462753,9.501632,10.283359,10.23595,10.422446,10.02474,9.692464,9.939944,9.598123,9.683518,10.001573,10.625758,10.388511,9.402038,9.319827,9.093368,10.134819,10.52668,10.993526,11.080409,10.827345,11.130906,11.165386,11.369408,11.85734,11.507965,11.837231,11.295086,11.237037,11.402049,11.246297,10.533305,10.684422,11.225768,11.59771,11.554861,11.511687,11.901414,11.632014,12.716598,12.604808,13.128715,12.860633,13.630781,14.161782,13.99672,13.905628,14.407546,14.293093,14.373845,14.08928,14.244892,14.255592,13.873853,14.037041,13.932683,14.532684,14.180053,14.899951,
Spain,12.688302,13.026469,13.364995,13.858672,14.326267,14.737038,15.072783,15.326471,15.371622,15.418644,15.38039,15.740347,15.848422,16.258201,16.190979,16.274054,16.438767,16.502139,16.20471,15.834826,15.318097,15.15974,14.567987,13.791031,13.954343,13.840411,13.869086,13.92319,13.960307,14.085447,14.096816,14.072769,14.134459,14.1629,14.292826,14.427147,14.440143,14.45402,14.555389,14.632192,14.674476,14.739988,14.844726,15.052086,15.39522,15.670972,16.061948,16.415065,16.546636,16.617952,16.677501,16.640426,16.61202,16.614996,16.733113,16.96427,17.313797,17.629425,18.062406,18.331097,18.468134,18.583672,18.820269,18.821368,19.066071,19.223006,19.470705,19.826909,20.103065,20.272158,20.311678,20.52698,20.611729,20.847029,20.958141,21.225434,21.344367,21.548707,21.831074,22.22211,22.438545,22.664557,22.930036,23.223105,23.486192,23.714589,23.812556,23.930772,23.946709,24.073593,24.296486,24.339732,24.573385,24.775759,25.109169,25.308446,25.577718,25.619844,25.904201,26.000751,26.049834,26.098044,26.19619,26.112166,26.153396,26.207421,26.286048,26.389277,26.269465,26.075781,25.957674,25.660394,25.457678,25.220912,25.063664,24.755006,24.567281,24.179867,23.875609,23.665146,23.305565,22.979459,22.676386,22.384279,22.062788,21.650578,21.327221,20.954371,20.644896,20.558713,20.647567,20.574652,20.487612,20.400631,20.224272,20.104477,20.040455,19.988906,19.873166,20.021454,19.96142,19.821144,19.515383,19.338509,19.228202,18.882297,18.675411,18.594793,18.433691,18.173976,17.970157,17.898008,17.934577,17.788593,17.48099,16.777181,15.851767,14.787693,13.775539,12.878653,12.017606,11.490639,11.098545,10.839861,10.444927,10.009303,9.465112,9.327552,9.108093,8.793492,8.566935,8.370962,8.283321,8.263563,8.094288,8.030662,7.934553,8.01004,8.075302,8.150856,8.264227,8.27566,8.27968,8.24261,8.213066,8.317682,8.33681,8.398977,8.512077,8.625737,8.73837,8.749838,8.809162,8.789731,8.726455,8.598985,8.468473,8.575671,8.790862,9.116493,9.393109,9.681083,9.739279,9.862319,10.097487,10.328374,10.56269,10.682427,10.860372,11.007914,11.028933,11.189075,11.155712,11.239835,11.087924,11.186143,11.323474,11.386522,11.294047,11.377115,11.474681,11.544473,11.556344,11.487119,11.308627,11.424747,11.627338,11.678748,11.72738,11.609687,11.559388,11.582104,11.6963,11.762935,11.676472,11.381944,11.220165,11.228726,11.217288,11.46742,11.062546,10.733757,10.574228,10.473526,10.457375,10.557013,10.479347,10.467211,10.573294,10.371209,10.525071,10.679722,10.757404,11.159613,11.478466,11.657042,11.737647,11.846651,11.936727,11.915348,11.897416,11.976955,12.166351,12.421183,12.759227
Finland,7.043901,7.218589,6.784905,6.674353,7.671852,7.11927,7.734858,7.660279,8.195095,8.468323,7.542017,8.054941,8.347439,8.216452,7.939016,8.239478,8.197901,8.834715,8.269556,7.62831,8.568832,7.09332,6.651988,6.686521,6.823055,6.547926,6.913138,6.884319,6.732793,6.984738,6.5823,6.195375,6.837057,7.14032,6.377497,6.99307,6.653815,5.881474,7.08469,7.212422,7.081708,7.397262,7.306739,7.006406,7.327243,7.635458,8.245638,8.341506,8.507449,9.036645,7.942086,8.240806,9.063445,8.362741,8.495072,8.86555,8.784755,9.303574,8.879567,9.015738,8.90303,8.528222,9.34167,9.006951,8.418657,8.462549,9.049812,9.274645,8.642019,8.816424,9.320389,9.144693,9.090784,9.732211,9.211277,9.564289,9.284206,9.511983,9.505917,9.860396,9.312314,9.406539,9.420243,9.73051,8.696271,9.414341,9.018751,9.177452,9.164264,8.541105,8.060797,8.912975,8.668704,8.278194,8.843112,8.759571,8.393117,8.512192,8.926771,8.069684,8.456587,8.184048,7.799689,7.408727,8.562717,8.175585,8.213511,8.504014,8.631659,7.672368,8.23594,7.657347,8.019303,8.424784,7.844542,7.715725,7.723129,7.592071,7.90305,7.363425,7.8734,8.029486,7.225939,7.826605,7.873339,7.569198,8.061931,8.32709,7.707228,7.628418,8.906765,8.130869,8.291257,8.588362,8.115052,8.288004,8.109519,8.515366,8.64766,8.692636,8.315455,8.632076,8.565113,8.885632,9.492562,8.490168,9.500864,9.16797,8.391436,8.819978,8.509871,8.706091,8.667161,8.246675,7.738503,7.417979,6.980027,6.731179,6.653722,6.343429,6.653777,6.357177,6.052567,6.429549,6.387883,5.666622,6.357594,6.073436,6.528405,6.620475,6.658682,6.638636,7.09711,6.782709,6.785348,6.909085,6.584769,6.511343,7.134888,7.1926,7.171845,7.108973,7.286859,7.728167,7.591431,7.719417,7.62317,7.724157,7.882215,7.736176,7.695116,7.991466,8.255107,8.361336,8.535587,7.8493,7.933551,8.134748,8.381548,8.301454,8.050698,8.940633,7.894517,8.854489,9.28556,8.416849,8.711273,8.595554,8.026037,9.037571,8.923142,8.607904,9.453514,9.487798,8.861263,8.679138,9.008652,9.021824,8.86089,8.9769,8.970356,8.688412,9.015059,9.415302,9.12392,9.370426,9.179482,8.554953,9.098531,8.970344,8.785928,9.183828,9.001782,9.184943,9.067914,8.721381,9.473308,9.216078,8.904316,9.038111,9.355202,8.922736,9.35695,8.999515,9.510704,8.919418,8.846397,9.022689,9.122604,9.195516,8.971009,9.368264,9.350135,9.28335,9.382744,9.509618,9.578222,9.558175,9.551198,9.626481,9.788102,10.027311,10.226145,10.244386,10.142403
France,7.013446,7.219879,7.332049,7.50694,7.699152,7.922396,7.95562,8.091324,8.236617,8.239477,8.11061,8.079124,7.937379,7.812176,7.969216,8.260568,8.959163,9.011344,8.613998,7.423796,7.024697,7.50512,7.483547,7.755695,8.164758,8.139621,8.141351,8.151792,8.088417,8.215028,8.335656,8.647823,8.726424,8.568471,8.664149,8.66327,8.690819,8.804951,8.814958,8.827445,8.832975,8.839764,8.88808,9.034076,9.158486,9.166525,9.256452,9.28293,9.225164,9.081456,9.051944,9.151433,9.300514,9.482808,9.57149,9.537149,9.564377,9.53908,9.590127,9.61384,9.712046,9.935407,10.039978,10.043657,9.894653,9.877138,9.87526,10.04396,10.113982,10.145013,10.195118,10.303666,10.18856,10.160797,10.183405,10.226539,10.286423,10.348245,10.412428,10.515526,10.563295,10.468742,10.389355,10.318606,10.315828,10.402111,10.45813,10.388956,10.379411,10.24738,10.208889,10.151515,10.106861,10.112009,10.209373,10.238685,10.209981,10.1879,10.168156,10.153736,10.306723,10.206419,10.337728,10.393173,10.3822,10.428591,10.395897,10.351633,10.329255,10.21935,10.143081,10.038537,9.844945,9.742818,9.697484,9.692776,9.687455,9.608942,9.552958,9.495334,9.460784,9.413856,9.359669,9.329236,9.264648,9.26149,9.221479,9.133495,9.051963,9.068933,9.108897,9.195577,9.205326,9.235237,9.219194,9.182333,9.214866,9.223081,9.202418,9.29787,9.360195,9.335425,9.307235,9.328614,9.383716,9.434055,9.522933,9.500813,9.315318,9.21755,9.143849,9.140827,9.142282,9.01601,8.839433,8.599803,8.31246,8.053471,7.826257,7.626261,7.534438,7.465931,7.40185,7.367594,7.29004,7.279592,7.236947,7.233182,7.357558,7.454678,7.573744,7.713341,7.83976,7.927893,7.995846,7.997207,8.119657,8.243014,8.428674,8.545725,8.522262,8.379076,8.371218,8.522432,8.747729,8.968464,8.984727,8.938368,8.914015,8.980032,9.059539,9.112462,9.130184,9.128757,9.127598,9.088942,9.021394,8.963983,8.919894,8.906077,8.873714,8.747192,8.613806,8.573821,8.660898,8.847819,8.957712,8.920344,8.873419,8.857915,8.812176,8.812533,8.817533,8.820543,8.876284,8.900353,8.89901,8.908491,8.754185,8.661211,8.518241,8.353073,8.456159,8.533968,8.517812,8.528428,8.426805,8.345798,8.27637,8.532557,8.386135,8.306142,8.338173,8.316993,8.287651,8.222438,8.193312,8.172658,8.196265,8.198662,8.215746,8.346952,8.360806,8.3568,8.407471,8.393212,8.386965,8.453499,8.46683,8.491801,8.545217,8.589628,8.64183,8.69482,8.762303,8.837669,8.890582,8.978878,9.072646,9.15482,9.265353,9.38745,9.466991,9.60963,9.762011
Greece,13.250306,13.000513,13.604124,13.345234,13.105852,13.904712,14.017197,14.913601,15.853383,17.333409,16.778869,16.065178,16.233109,15.574536,16.218419,16.433944,16.678404,17.250416,16.562127,17.62579,17.136421,15.805072,15.815857,15.705435,16.442859,16.323382,16.556907,16.998772,16.860802,16.748628,17.254225,16.784611,16.977216,17.916436,17.884726,18.49372,18.830776,18.412529,18.54487,18.685624,18.816395,19.073116,18.97044,19.107004,19.293298,19.735765,20.283256,20.624468,20.419929,20.957957,21.169523,20.900785,20.968554,20.97571,20.781415,21.309628,21.75351,21.397439,22.268863,22.680288,22.851374,23.530849,23.474006,23.094087,23.199125,23.505125,23.284662,23.45933,23.491831,23.525488,23.975602,23.706745,24.529753,24.001118,24.169583,24.733873,24.82234,24.412216,24.96596,24.981228,24.737458,25.113418,26.313604,25.738097,25.562892,26.029379,25.774886,26.035021,26.050638,26.366886,26.229121,26.37964,27.168426,27.084536,26.894991,27.407633,26.982187,27.547752,27.704911,27.60839,27.916159,27.497914,27.975555,27.572513,27.697999,27.588235,27.13314,26.927768,26.769391,26.292426,26.604391,25.777631,26.117592,25.537627,25.001513,25.065503,23.851374,23.391097,22.759465,22.350535,21.418063,21.111779,20.798079,20.328257,18.689712,18.972954,17.839326,16.917683,17.270351,16.216505,16.116546,15.500972,15.002376,14.692644,14.177881,14.073626,13.297704,12.893986,12.866658,12.276144,12.375932,12.02042,11.328555,11.691217,11.137007,10.166569,10.872473,10.241729,9.699515,9.893404,9.830885,9.207701,9.224985,9.326934,9.020333,9.080306,8.945581,8.697839,7.748274,7.595419,8.042953,7.446922,7.488373,7.742263,7.142285,7.742585,8.455591,7.70941,7.689929,8.435325,7.668592,8.186587,8.6885,8.103259,8.24486,8.485352,8.337138,8.375812,9.102934,8.754838,8.46906,9.253093,8.962688,8.288108,8.967413,8.720663,8.592171,9.11423,9.128844,9.006521,9.173899,9.535182,9.404358,9.758777,9.545473,10.060016,10.508142,9.955538,10.192795,10.170625,9.825534,10.006463,10.214463,9.823839,10.187806,10.412747,10.342477,10.432251,10.520083,10.463501,10.595039,10.499764,10.49219,10.634736,10.876018,10.548278,11.320329,9.875559,9.8546,9.85006,9.695849,9.682765,9.693259,9.701941,9.698537,9.728377,9.691596,9.723501,9.795936,9.967149,9.993179,10.01398,10.215247,10.241952,10.276646,10.273112,10.316506,10.342134,10.673594,10.709574,10.735527,10.834372,10.870807,10.911949,10.591394,10.630999,10.670516,10.664183,10.682407,10.727578,10.496115,10.510352,10.513192,10.64848,10.658044,10.626841,11.204478,11.249331,11.286667,11.408376,11.465513,11.514086,11.561236,11.57725,11.518004
